komentar,label
dok nuface sudah belum?,Positif
dok coba baby gold,Positif
glowglowinggg dokkkk,Positif
dok sekalian review radiant advance serum merek elsheskin,Positif
dokk harlette dongg,Positif
dok centella herb serum the aubree donggg,Positif
"dok, tolong di periksa animated moisturizer siang&malam nya soalnya mau coba beli takut mengandung merkuri",Positif
coba omg peach glowing serum dokkk pliss,Positif
alhamdulillah akhirnya brand ini,Positif
"dok,coba moisturizer glad2glow yang ungu",Positif
dok coba produk chalonese aman apa engga,Positif
doktif moist ini boleh d gabung retinol ga sih,Netral
"dok coba, moisturizer wardah yang acne",Positif
"dok, moisturizer 7x itu kk",Positif
review nyyo kak,Positif
skincare paketan drw,Positif
dok moisturizer cica the originot,Positif
dok coba glad2glow,Positif
moisturaizer eminaa doktiff,Positif
dok coba skincare glowshica,Positif
"dok, cobe little fairy",Positif
"madame gie, hanasui merakyat banget..",Positif
dok tolong skincare imd dok,Positif
gloglowing donk doktiv tolong soalnya lg busui nih,Positif
dok larissa coba dok,Positif
"kalo skintinted nya madam gie, gmna dok??",Positif
review hadalabo dok pliss,Positif
ini beneran bagus kan aku udah co,Netral
pigeon dok yg warna pink dok,Positif
baby pink dok,Positif
coba n pure,Positif
dok reviu serum dokter bianca soalnya aku pakai mulus .giliran berhenti langsung fleknya banyak dok,Positif
dok coba review skincare grade a by tm.co overclaim atau gak? mksh dok,Positif
dok reviu crem devina,Positif
"dok skin nice dok, banyak banget yg beli dok",Positif
wah aseli?! demi apa?! otw chekout,Netral
dokk coba gloglowing soalnya bnyk yg bilang abis berhenti pake itu langsung kena dermatitis aku jdi maju mundur beli nya,Positif
wbs cosmetic donk dok itu produk dari lombok,Positif
"viva whetening pls dok, yg bentuk salep, merkuri atau engga",Positif
dok pliss biotech,Positif
dok coba reglow donk,Positif
produk pigeon dok,Positif
yessica dok,Positif
"doktif cba di uji lab skincare paketx glowderm, aman g dok itu ..",Positif
"jujur di aku emang bikin cerah, tapiiiii g tau kenapa kulit aku jadi bertekstur gitu. tapi sumpah ini ampuh banget buat cerahin kulit",Netral
halsa beauty glow soap aman ga doktif? atau g2g,Positif
dok coba moisturizer glowsophy,Positif
dok coba adlevva review,Positif
ga salah percaya sama produk madam gie,Positif
coba moisturizer emina yang packing terbaru dok,Positif
dok coba moisturizer acneway,Positif
moisturizer shinzui dok,Positif
"enak adem banget diwajah bikin fresh lembab, cocok jadi cerah",Positif
"inget waktu itu liat vt doktif aproved peeling g2gtapi buat mukaku purging, kaget kali ya, nyesel aku",Positif
dok coba riview byzoe,Positif
blg doktif sudah gak boleh riview2 krim,Positif
doktif pliss review sunscreen nya glamazing sun mazing bb nya!,Positif
kulit sensitif bisa gak,Netral
d aku cocok bikin glowing,Netral
dok toner autumn,Positif
udah co semoga cocok,Netral
dok coba animate,Positif
glowjesicha dok gmn,Positif
tolong maryame dok,Positif
dok tolong cream dr.fay,Positif
dok coba review acne expert spot gel hanasui,Positif
kalo uda diriview doktif siap siap rebutan barangnya,Positif
"alhamdulillah pesenan saya sedang dalam perjalanan kak semoga cocok
 kalau g2g gman dok",Positif
doktiffff cobaa eminaaaa,Positif
"auto langsung cek-out 
 thnks doktif",Positif
skincare omg belum doktif,Netral
aku pke ini dok emng bagus,Positif
dok minta tolong coba retinol,Positif
riview zienvi skincare dok,Positif
dok revieuw gbee glow beatuy plis,Positif
"dok cek merkuri dari cream siang jestham pleasee. kandungannya alpha arbutin, niacinamide, collagen, tapi warna creamnya kuning. kata ownernya gada merkuri.",Positif
kalau buat yang sensitif bisa gak dok,Positif
dok coba reglow yang label biru dan kuning,Positif
dok coba moisturizer glowsophy,Positif
dok coba sunscreen pixy,Positif
kalo sonik scent aman ga dok,Positif
"dok, coba dok skintint nya you dok, saya udah beli tapi kok kata orng buat bruntusan dok",Netral
coba g2g pink,Positif
yee alhamdulillah muka ku cocok pake ini lembab dan cerahan,Positif
aseeeeeek,Netral
dok coba allperfect soalnya klaimnya whitening,Positif
"coba cek sabun kerith dok, katanya si bagus tapi masi ragu",Positif
trimkasih dok jadi ga takut makenya,Positif
tapi aman gak ya buat busui,Positif
doktif coba brad vies beauty,Positif
bukan ny sudah d larang review² lgi selain bpom,Negatif
emina doktfif,Positif
"dok, coba serum kagary donk gimana hasilnya",Positif
dok coba produk jestham donk,Positif
dok coba review day and night cream dari produk hni,Positif
dok coba produk ovale,Positif
doktif secara gak langsung membantu kita2 buat tau kandungan skincare yg sbenernya,Positif
"dok, coba bfree sunscreen * warna orange *",Positif
sgja review punya artis biar nambah sekutu ya dok..upps.. sht2 dan smgt mereviewnya ya dok..,Positif
madam coba produk calones,Positif
rifiu skincare saffron dokk,Positif
"dok, cba lumiwhite dokk",Positif
sekrg klw beli produk kecantikan bener2 harus rujuk ke doktif karna udah di jamin aman bagi saya org awam yg ga ngerti cara cek bpom itu benar ada apa g sudah aman aja klw doktif udah approved,Positif
kenapa yaa yg dokter approve tapi di aaku malah gatal2?? bukan madam ini yaa.. tapi produk lain. kenapa yaa?,Negatif
"allhamdulilah pas bangett,aku emg pake ini",Positif
doktif coba sabun aftermyskin yg bentuk love,Positif
"kandungan yg lainnya gimana dok?
 jangan niacinamide aja. please",Positif
dotippp tolong riviuuu dr.pure dari malaisia katanya,Positif
dok tolong kasih tau hasil lab uc beauty dongg,Positif
doktif tolong coba skincare harika skin beauty dok️️kecil mungil harganya waw,Positif
dok ini bisa untuk kulit kering gak,Positif
pas aku cek harganya eh murah dan hasil lab udah di approve doktif,Positif
di aku berminyak,Negatif
yessica dok,Positif
"misal udah pake day cream, moisturizer itu ttapi perlu ya??",Netral
langsung beli,Netral
"aku pakai lho.. bagus banget.. aku cocok agak cerah di wajahku.. aku juga pakai beberapa produk dari madame gie, mascara yg kemasan biru sama lipastiknya aku juga sukaaa",Positif
rh glow dok,Positif
dok sunscreen azharin bagus ga dok,Positif
di aaku ccok. udah habis 4,Positif
dok coba riview mandela beauty care,Positif
dok coba jestham donk dok,Positif
herbal plus dok,Positif
kalo produk dari skin nice gimana dok?,Positif
dok coba review moist skin nice,Positif
review moisturizer g2g dok,Positif
glowshopy pliss dok,Positif
ijin stitch vt nya dok,Netral
dok coba drwskincare dok,Positif
glowsicha dok...,Positif
hb dosting celo dok,Positif
di aku lembab trs cerahan cm bikin jerawatan,Negatif
dok kalo sabun hasla beauty?,Positif
mantap,Positif
"dok, aku kepo sama skincare yg jualannya pasangan drama, itu bagus ga ya? kalau ga salah namanya heyxi, makasii dok",Positif
yeyyyy akhir nya ada juga,Positif
reviw dni dok,Positif
putriglow dok,Positif
please dok review skinviera,Positif
dok review nnyo dongg plisss,Positif
dok coba day cream nya animate dan serum animate yg katanya 10%niacinamide,Positif
"mudah"" cocok di muka saya.. syaa jga udah co.",Netral
npure dok,
"bagus ini , perlu di tiru pemerintah",Positif
fa glow dok,Positif
coba dlu grade a by tmco dok,Positif
semoga doktif sehat selalu..aamiin,Positif
bagusan yg ini atau scora?,Netral
"animate coba dok, bnya yg bilang hasilnya cpet banget",Positif
dok camille dok,Positif
"udah beli kmaren beli 1 free facial wash setelah pakai agak lengaket tapi ttep lanjut aja pakai, sayang dr pd mubadzir",Netral
tapi aman ga dok buat bumil busui?,Positif
kukira magnum,Netral
riviu chalones dok,Positif
coba skin madagascar doc,Positif
"cream fa cosmetic dok
 cream berlian",Positif
hey skin dokkk,Positif
dokter coba jasper skin care dongggg,Positif
dok tolong riview skincare kenzia,Positif
bu dokter produk skin nice,Positif
dok tolong bisa review produk lavees yg night dok..,Positif
"dok, coba moist cica glowshopy",Positif
"sok,mau tanya skincare yang buat menghilangakan bopeng bekas jerawat tapi bopeng gak parah dok itu ap ya dok,??
 tolong jawab dok ,,terimakasih sebelumnya dok",Positif
"dok, coba ms glow",Positif
"alhamdulillah ak.ccok pke madamgie
 dr lipastik sunscreen dll",Positif
assalamualaikum dok kalau viva aman ga trimakasih,Positif
coba cek produk jestham dok,Positif
dok riviuw mois onnyo,Positif
l. n. y skincare coba dong dok,Positif
orang baik ky gini koaku dijadiin tersangaka. dunia sdg terbalik,Positif
minta tolong review omg dong dok,Positif
"kepencet dok , gak sengaja",Netral
"tapi kenapa mirip banget sma viva milk cleanser dari bau sma tekstur nya ya,,,",Netral
"dok tif emina pliiiis, sama littel fairy",Positif
glowsophy dong dok plis,Positif
dok coba mousure omg,Positif
doktif sunscreen emina oren udah belum?,Positif
alhamdulillah aku sudah pake beberapa hari udah keliatan bngett,Positif
"review seger snow dok,jarang banget ada yg bahas jdi penasaran",Positif
dok g2g semua varian dong,Positif
wachh gak salahh dong pke moisturizer dari madem gie emg sebagus itu,Positif
doktif approve,Positif
dok coba produk nyyo dong,Positif
"dok, coba facial wash scora dong",Positif
gloglowing dok,Positif
doktif review niacinemide ny brand pigeon teens dong aku takut ketipu sama niacinemide ny,Positif
aku pakee inii juga,Netral
doktif cobain pipiakuiu yang ada kandungan panthenol sama ceramide nya pwis,Positif
"dokter, cobak cek produknya chalonese juga dong dok.",Positif
i u doktif spiilll kelly dong apa ada mercuri nya,Positif
dok coba camille beauty,Positif
"dok, coba moisturizer glad2glow yang centela",Positif
skincare only you dong,Positif
"dok , dokter di buat konten sm sultan putri , bagus coba nonton deh dokk",Netral
dok plis review moisturizer sama serum dari zareen dong,Positif
moist scora yang baruu dong dokk,Positif
r skincare dong doktif..aman gak dok?,Positif
"doktif,boleh coba review day cream night cream nya animate tidak",Positif
dok tolong review skincare superskin dong,Positif
dok little fairy dong plissss,Positif
"doktif coba, tone up scora",Positif
doktif bioaakuua,Positif
kak review moist omg dong,Positif
dok cobain god glowing dong,Positif
dok coba pijen,Positif
"“doktif approved ya""",Positif
doktif eminaaa dongg,Positif
moist glad2glow dok yang pink,Positif
gisel nama ku,Netral
alhamdulillah gue pakek itu,Netral
skincare pigeon teens,Positif
review wsc dong dok sudah bpom ap belum,Netral
coba ab glow up buk....,Positif
pigeon dong buat kita yang pertama kali pakai skincare dokter plis,Positif
glamazing gimana,Positif
dok harlette,Positif
dok day cream ini dok,Positif
dok ini boleh buat busui gak?,Netral
yu chun mei yang original import doktid,Positif
doktor review cholase dong,Positif
dokter aprof,Positif
dok uji produk natur e dong dok,Positif
"dok,serumnya scora dong",Positif
"dok,coba moisturizer tabita",Positif
coba innisfree dok,Positif
berasa paling pinter paling bagus produk nya padahal produk nya pun lebih over claim tapi berasa paling bagus dan berasa banyak yg mendukung padahal dia sudah menua seharus nya mikir si,Negatif
dok coba moisturizer pigeon untuk anak nya dong,Positif
dok bran drw dong atau dr wahyu,Positif
dok review moisturizing dari hadalabo yg strip pink dokk,Positif
npure dong doktif,Positif
dok cek habibuna dong dok,Positif
dok coba day cream dari animate yg ping dan putih,Positif
dok kjoel aman ga ?,Netral
produk putriglow dong dok,Positif
dok coba dong moisturizer skin nice aman gak,Positif
dok coba moisturizer inc dok,Positif
skin nice moisturizer review dong dok,Positif
nih liviya review doktif,Positif
scarlet kok ga berani yaaa,Negatif
doktif marina mois dong,Positif
white story dokk,Positif
gak pernah muncul review gbee glow beauty yaa dok,Positif
doktif tolong ha pro dong saya baru pakek itu,Netral
dok minta tolong rifyu krim calones plis,Positif
hanasui mousterizer dong doktif,Positif
"doktif,coba skincare",Positif
dok tolong rifiyu secinker yg dari madura dok namanya nezma soalnya aku pakek secinker gak ada yg cocok dok plis dok,Positif
dok coba hb tina beauty,Positif
dok nuface sudah belum?,Positif
moistt hadaalaboooo dokk,Positif
byzoe dong dok .yang jelly booster,Positif
glowsicha dok,Positif
dok cobak skincare adleeva,Positif
gloglowing dokk,Positif
harga nya juga murce mantap,Positif
dok tolong review gloglowing dok aku pake sudah 3 minggu berjerawatan terus,Positif
garnier cobak dok,Positif
seger snow aman gak sihh?? soall nya aku udah cocok sama seger snow plisee ada yg mau jawabb,Netral
dok coba muistruizer skin nice yang lagi viral dok,Positif
dok coba kymskin,Positif
spil mediker donk dok soal aku pakai ity,Positif
coba test produk jestam,Positif
dok coba produk gmilan,Positif
dok riview fash wash g-geble dong,Positif
akhirnya di review juga,Positif
doktif coba sav glow,Positif
coba lotion skinvu dok,Positif
skincare nm kapan di review bagus nya review lah biar berbagi ilmu,Positif
aku gaperlu mencerahkan aku butuh yg bisa mengatasi jrwt on off,Positif
dok moisnya wardah dong yg ligthening yg day gel,Positif
"dok, acne med bagus ga ya?",Positif
dok coba skincare jestham dong,Positif
review adleva sama glowsicha dong dok,Positif
"dok, pliss cek skin nice yang whitening booster moon light",Positif
"dok, coba pigeon yang series hydra sakuuad",Positif
coba fair and lovely,Positif
madame gie kan dok,Netral
semangat doktif bongakar semuanya,Positif
tolong dok review rp skincare,Positif
dok review vibrant glamour,Positif
chalonise aman ga doktif,Positif
dok review gmeelan,Positif
dok scarlett,Positif
hada labo dok gimana,Positif
okeee gajadi ragu dehhh,Positif
madam gie?,Netral
"dok tolong cek cream bestnow merah hijau dokk
 pliss",Positif
dok coba crem wsc dong,Positif
dok coba produk chalonese,Positif
coba skin nice ceramid dok,Positif
dokk glo glowing dong cek,Positif
"dok, coba skinmologi",Positif
mantaul berati,Netral
"pas lewat vtnya, pas lg pake produknya.. alhmdllh approve oleh doktif thx doktiff",Positif
animate udah boom gsih ko d aku bikin jerawat bntu jwb dong,Positif
"dok, coba sabun lacera dong aku mau coba masih takut",Positif
dok coba moisturizer dan sunscreen dari byzoe,Positif
dok cleora jelly aman gak dok,Positif
dok review produk thay wee,Positif
"dok, coba paket skincare anak bioaakuua yg mencerahkan",Positif
glo glowing dong dok,Positif
akhirnyaaaa niacera kebanggaan aku di review doktif,Positif
doktif review reglow by dr sindy please,Positif
"dok, cobak",Netral
"dok riview wsc organic glow up tolong, soalnya sy lg pake dan mau promil",Positif
bu doktif coba dong krim zienvi ..,Positif
dok...kenapa belum ada kabar juga kelanjutan soal laporan doktif yg setelah doktif di labrak itu...tolong jangan menyerah ya doktif ...apalagi kalau ada yg coba nyogok...,Netral
"dok mksh yaa, skrng aku pake hanasui dan viva, bersihkan dan glowing lohmurceh lg dok sebelumnya pke cream mehong",Positif
sunscreen madam gie doc yg spf 30,Positif
"dok, coba review retinol",Positif
doktif review animatee plss,Positif
"dok, coba review retinol the empress",Positif
"dok, coba review moisturizer acnaway",Positif
"dok,coba riview pigeon teens dong",Positif
dok coba pigeon soalnya kan buat anak anak,Positif
dok skintific sama the originote aman kan ya dok?,Netral
"pipiakuiu dok yg kuromi , kepo banget",Positif
"aku baru semingguan pakek, pas pagi bagun tidur auto keliatan glowing dok",Positif
sdok coba tolong dr produk viera ter utama vitamin serum nya..soal nya sy beli ko wrn nya jd berubah mka nya ga di pke lg.penasaran aja.awal beli wrn jya kuning bening kenapansekarang jadi berubah coklat pekat wrn nya..apa itu aman.,Netral
sudah d approve doktif kk jgn dinaikin yahh hrgany pliss..,Positif
"lohhh,kaya di channel richci",Netral
emgg bnr dok aku pke ituuu muka ku jdi cerahan gtu,Positif
kk tolong riview skincare emmina,Positif
"aku pake moisturizer gl*d2gl*w yg centela kok malah kasar ya muka ku ,, ama muncul bintik¹ kecill amaa chiken skin makin banyaa",Netral
tapi doktif itu kan ada yg wrna pink tua juga aku disini binggung mna yg asli manaa yg palsu gtu,Netral
trimakasih doktif sayang yg ga pernah lelah mereview produk2 biar kt emak2 ga slh pilih skincare overclaim .. sehat2 sllu doktif sllu dlm lindungan allah swt,Positif
doktif aprove,Positif
"dok,coba pigeon sunscreen",Positif
review dokter kamila doktif,Positif
dok coba brand safi dok,Positif
dok coba produk lamelia,Positif
akuu pake ini baruu beberapa minggu untung cocokk,Positif
"dok,terima kasih atas edukasinya, selama pake hanasui..muka sy udah lumayan bersih,hampir putus asa semenjak lepaas dari abal2..dan beralih kehanasui lumayan lama prosesnua,tapi masih setiap smpe sekrang pake hanasui",Positif
"dok, wajah aku kalo pake yg kandungan niacinamide nya tinggi kok gatal plus kemerahan ya",Netral
dok coba review animate,Positif
scora dok,Positif
itu isi ya full bngt banyak pol,Positif
dok coba prodak fecetology,Positif
dok kalo serum udah ada kandungan niacinamide 5% apakah boleh pakai pelembab yg mengandung niacinamide 5% juga?,Positif
"emamg ngga salah pilih brand , udah murah bagus ngga overclaim",Positif
for tolong di reviu prodak yesika,Positif
"dok, pigeon teens donk",Positif
"nuface , glad2glow dok please",Positif
glad2glow dok aman ga dok,Positif
dokk review harlette dongg,Positif
aku tag ya dokkk,Netral
"pusing perskincare an,akhirnya memustuskan tetap wardah, alhamdulillah mantul",Netral
review celo dok,Positif
"tiap produksi kita g tau kapan
 pas produksi yg ke 2 udah beda kandungannya
 trus apa kah setiap pembelian kita kudu tes lab mandiri mulu",Netral
dok coba pigeon,Positif
"proses lepas skincare paketan d, pake ini aku cocok, baru pake semingguan, muka cerah, lembab, murah lagi",Netral
"dok, coba rivew prodak heyxi 
 masuk fyp muluuu...",Positif
dok coba fair&lovely,Positif
auto cari kalau udah di approve dokter,Positif
"dokcobacek, linsky",Positif
ga salah anjir? bau nya aja ga enak gt,Negatif
dok coba yunios glow,Positif
coba skin nice moisturizer nya,Positif
anime dokkk,Positif
selamat jadi tersangaka dok,Negatif
alhamdulillah aku pake itu solnya doktif,Positif
t-tapii emng bikin muka aku cerah..,Positif
jestham donk,Positif
"aku baru co doktif,saking aku cocoknya coba²beli maskernya,eh malah masyaallah mukaku cocok stelah sekian lama aku pakenya oriflame pgn coba percaya brand lokal allhamdulillah madam gie",Positif
"dok plis review morlab dong, yg suka tbtb apus makeup org di mall",Positif
"dok,coba riview bara dong",Positif
gloglowing dok,Positif
dok. katanya doktif udah jd tersangaka ya? (bertanya dgn nada gitar)️,Negatif
"dok, sabun retinol aman gak ya, sm produk chalones aman gak?",Positif
the face temulawak dok,Positif
aku pake itu.,Netral
produk jestam uji lab doktif... sunscreennya,Positif
doktif ngereview skincare pigeon teens dongg doktif soalnya banyak juga remaja yang gunain skincare inii,Positif
aku make ini cocok doktif,Positif
aku langganan beli madamegie murah bagus mayan,Positif
kalau produk nya klinik dny ?,Netral
madame gie punya gisel..bagus murah,Positif
baru banget kmaren beli. . 25rb udah gretong facial wash pula . . dan alhmdulilah udah agak ada perubahan dikulit,Netral
dok tolong riview skincare refliskin aman gak dok,Positif
doktif tolong review thingskin claimnya it whitening tapi aku ragu aj,Positif
doktifff animate yang day cream donggg mau beli takutt,Positif
dok coba ampoule ungu hexylresorcinol nya myskoonheide,Positif
dok moisturizeer emina yang baru..,Positif
dok coba skincare leh beauty dong,Positif
penasaran doktif pakek skincare apa ya?,Positif
dok srh glow kok glowing nya cepet,Positif
skincare ziyan glow dok,Positif
"dokk, coba tull jye yang night cream",Positif
"dok,coba moisturizer pigeon",Positif
"dok,, coba skinnice donk",Positif
dok kalau skincare rde glow toner01 apa itu bahaya,Netral
doktif review brand female secret dok .ini brand lokal tapi underrated dok .cb review yg serum,Positif
dok coba moist marina,Positif
mksih doktif,Positif
gloskin dok,Positif
dok review serum implora dong dok,Positif
aku sering beli lipastiknya. bagus murah dan gak bikin bibir hitam,Positif
dok coba kelly,Positif
doktif tolong moistnya acnaway,Positif
flek dna glowing moisturizer gel amei dok tolong di riview,Positif
alhamdulillah gue beli karena murah jga tapi blum berani make smpe numpuk,Positif
skincare anak dong dok,Positif
dok coba pigeon,Positif
"haloo dok, tolong review product caratone dong,,, soalnya di negara kami sangat viral dengan produk ini",Positif
doktif periksa sekincer pigeon dong doktif,Positif
"aku udah pake iniiii lumayan murah, dan lumayan meski ngaruhnya lama wkwkw gpplah yg pentg aman",Positif
waaah harga murah tapi kualitas langit,Positif
dok moisturizer emina nya yg baru itu,Positif
sekarang baguslah ada info2 doktif buat edukasi yang masih awam dgn produk2 skincare dll jadi lebih aman buat pemakainya . terimakasih.,Positif
semangat terus doktif,Positif
dok review anzora coba. aku lepas pke itu 2th muka gradakan parah,Positif
aura jeruji besi nya kuat banget,Negatif
semangat dokk,Positif
produk baru itu ya,Netral
"dok, g2g aman kah dok?",Positif
tinted suncreen raisha dok,Positif
"dok, coba skincare pigeon teen",Positif
coba yg wbs cosmetik dok.,Positif
dok coba moist skin nice dok,Positif
"doktif review body serum ella skincare dong
 harganya 30 ribuan 350g dan di ingredient niacinamide ada di urutan ke 2 jadi penasaran overclaim apa nggak",Positif
"dok, review little fairy",Positif
"dokk, cobak produk yessica",Positif
dok serius nih ga mau riview jestham yg face cream nya?,Positif
sama savglow dok,Positif
gloglowing dok,Positif
dok coba skincare animate dok,Positif
moist centella aproved ga dok?,Positif
dok mao beli skin care bekas flek hitam yg bagus apa aku pakai kelly nya siang malam jadi panas kena matahari tiap antar sekolah ..,Positif
udah centang biru???,Netral
"habis ini,,pasti langsung di chek out",Netral
"dok tolong coba produkjestham dong,soalnya mau coba tapi ragu",Positif
dok gladglow moisturaizer retinol donk,Positif
"dok bikin ringakesan top moist, top serum approved by doktif dong",Positif
dokk mois originote cica dongg,Positif
rina diazella dong doktif,Positif
"produk yang murah murah malahan tidak overclaim giliran yang mahal mahal banyak overclaimnya, berarti harga tidak menentukan kwalitas, tapi kalo udah di approve doktif yang murah harganya di naikin",Positif
dok coba l'oreal glycolic yg pink,Positif
dok coba glow glowing,Positif
"alhamdulillah 
 jangan sampe harganya naik",Netral
dok review teraglow dong dok,Positif
"dok, coba krim malam ella skincare dong aku berhenti pakek ella selama 2 tahun kena dermatitis perioral",Positif
"dok coba skin nice dong, murah banget 12ribuan doang",Positif
dok brand skincare nyyo,Positif
"yeeyyy aku udah beli dan cocok banget, alhamdulillah dehh kalo udah aprov doktif",Positif
jgn sampe hrga nya naik,Positif
"dok, coba moistrurizer emina bright stuff",Positif
saav glow plissss,Positif
yeayyy giselle emang kwereeen produk nya di review doktifff,Positif
"alhamdulillah,aku pake,meski kulitku berminyak,tapi hasilnya bagus mencerahkan,meski hasilnya ga cepet,tapi gapapa lah,yang penting aman dan ramah dikantong",Positif
dok tolong review ms glow dong,Positif
coba reciew skincare dokter leo,Positif
produk anak lombok wbs dong kk,Positif
"dok coba the face temulawak dok,aku belinya di cressimdo official store??dan sekarang aku lagi hamil takut ga aman",Positif
"di aku ga cocok, bikin panas gatel huhu tapi love bangetbanget sm sunscreenya",Positif
dok kalo tone up bisa dicek ga,Positif
dok coba cek moisturizer feali yang susu kambing,Positif
dok spill jestam,Positif
rev difaya gold jelly dok,Positif
dok coba moisturizer skin nice 7× ceramide,Positif
harga ny mahal gak,Netral
"dok, coba review skincare animate biru",Positif
dok tolong cream glowing spg,Positif
"doktif review produk bagus istri dong,kalo udah d review tag aku ya",Positif
g2g udah d review blm sm doktiff,Positif
dok kedas beauty dok,Positif
dok coba produk jestham donk,Positif
dok review porseline katanya udah bpom emg iya? (kata penjual ny udah bpom),Positif
malah inget doktif dokter kelap kelip,Netral
paket oshin dok,Positif
dok coba kezia skincare,Positif
moisturizer the originote dok,Positif
dok tolong coba moisturizer glowshopy yang watermelon,Positif
dok kenapaa rombongan ss ga d pnggil2 pakpol,Netral
jangan naikin harga nya kaksoalnya ini moist paling murah+paling gong ramah di kantong,Netral
doktif review jestam donk..,Positif
kalo tinted sunscreennya dok?,Positif
kok masih ada doktif approved ya? bukannya kemarin yg boleh approved cuman bpom??,Negatif
alhamdulillah approve,Positif
saudaraku pake itu langsung kyk kebakar merah2 gitu wajahnya,Netral
ama ga buat bumil dok?,Positif
yaa gisell,Netral
aku punya .aku punya muraaaah lagi cma 25 rb udah dpet facialwash&gratis toner oil .pokoknya dpet 3 produk asli di officialnya,Netral
kedas beauty dok,Positif
moisturizer g2g dong doktif,Positif
dok produk rk glow aman tidak?,Positif
"dok coba cream citra siang malan dong,",Positif
dok gbee glow beauty dok,Positif
dok boleh review produk ponds dong,Positif
dok coba skincare pigeon dongg dok,Positif
"dok, coba melanox premium",Positif
aku punya itu sumpah bagusss,Netral
"dok tolong riview skincare gbee glow beauty karna terkenal di jawa tengah, semogo di notif doktif",Positif
doktif rekomended dong buat flek hitam sama garis halus di wajah usia 44 th,Positif
review handbody skincare drw daku...,Positif
"dok,white story tuh aman gaa",Positif
"dok, coba eye cream pigeon teens",Positif
produk rk glow aman tidak dok??????,Positif
lihatin smua yng bnci2 ama doktif.. klau produknya bagus y gak ada malalah fine 2 aj..,Positif
doktiff cbaa moisturizer pure dew dongg,Positif
dok glow glowing kapan dok,Positif
dok tolong review ms glow dong,Positif
"dokter coba skincare adlevaa, mau pakek takut overclaim",Positif
makin bingung aku mau pakai skincare apa soalnya busui,Positif
"dok,coba tone up cream emina yang warna pink",Positif
terlalu khawatir sama njenengan sampe kebawa ngipi njenengan di culik sama geng sebelah,Netral
dok review hadalabo dong dok,Positif
makasih dokter jadi aku gak salah pilih skin care,Positif
dok review vavl beaute,Positif
jujur dengan hadirnya doktif gw jadi tau kalo beli skincare itu gak perlu yg mahal tapi banyak yg murah tapi berkualitas auto muka gw cerah budget minim…thanks doktif,Positif
dok coba review irliya skincare dongg soalnya mama aku make takut merkuri,Positif
doktif pliss pigion untuk remaja,Positif
dok coba face wash senka dokk,Positif
"dok, coba donk skincare tull jye",Positif
boleh di coba ni mois nya,Positif
dok coba liah viti barunya dr reza,Positif
coba yang moel dok,Positif
"allhamdulilah pas bangett,aku emg pake ini",Netral
mantap untung cocok,Netral
abis ini pasti po nya lama saking nyerbunyakalo udah approve doktif,Netral
review bioaakuua skin barier dong dok. kan disitu katanya aman untuk bumil dan busui dok,Positif
"review harlette dong
 trimakasih",Positif
"dok, yg punya bunda maya donk",Positif
dok..kalo jerawatan.bisa gak pkai niacinemide???,Positif
dok suncren unitary yg kombinasi dong,Positif
dr fay dok,Positif
emng bgss bngttt aku udah pke 5 pot cerahannn bngt,Netral
lagi nunggu doktif review moisturezr glad2glow brgtning,Positif
coba mask dok,Positif
nuface udah pernah belum sih dok hehehe,Positif
glowglowing kpn dok,Positif
next perfecting glow face cream bright booster marina dong doktif,Positif
doktif tolong review *cantik* produk nya banyak juga yang pakai.,Positif
coba review moisturizer score warna ungu doktif,Positif
diatas baru lewat vtnya eeh langsung di approve doktif,Positif
imd glow dok,Positif
doktiff coba day cream animate yang pink,Positif
"itu moist paling murah gila 
 pengen nyoba tapi udah cocok pake g2g",Netral
dok coba crim hn,Positif
dok coba dong brand saavglow,Positif
"dok ,pure dew gimana ??",Positif
scora dong dok,Positif
"dok, moist hanasui yg biru 10x itu dok",Positif
"bagus banget 5%,coba aahh",Positif
coba dok brand gloglowing sama adleevaa,Positif
dokter tolong riview krim jestham,Positif
aman buat bumil gak,Positif
"dok, review produk byzoe",Positif
rekomendasi scincare buat ibu hamil dong dok yg aman,Positif
dok coba k joel,Positif
dok ini dok tolong,Positif
dok riview acnaway,Positif
boleh buat busui gak sih??,Positif
dok tolong review helwa soalnya saya pake helwa udah sekitar 5 taunan,Positif
shoface dong dok.. lagi sliweran netizen pada kepo claim nya,Positif
scora dok plis,Positif
fair lovely doktif,Positif
"ini emng bagus, adek aku pake mukanya bersih glowing sehat,, aku juga pengen pake tapi setelah lahiran",Netral
dok coba pigeon,Positif
dok coba cek emina brastof moisture gell,Positif
dok coba moisturizer kombhuca dong,Positif
"madam gie emang the best,,,
 udah produkx bagus, hrgax ngga nguras kantong..",Netral
dok coba produk nufance,Positif
skin nice moisturizer,Positif
skincare kjoel dok yg lgi bersliweran dtik tok,Positif
dok cba toner you,Positif
dok apa produk dr oky bagus semua kah,Positif
madame gie approve ja,Positif
jestham dok,Positif
aaku udah cocok pke ini..,Netral
"dok review produk originote brightening moisturizer dong,soalnya aku udah cocok pakek produk itu,bagus banget,mencerahkan lagi bikin glow,pliss dong dok",Positif
glowsicha bolehkah di di riview,Positif
dok moisturizer nufes,Positif
"dok,kl hemeile vit c gmn aman gak",Positif
doktif cek gloglowing dong,Positif
dok klu cream wd dr.widylinic itu bagus gak dok?,Positif
di posting ulang sma madangie,Netral
